time,ax,ax1
08:31:00,511,1022
08:31:30,511.5,1023
08:32:00,512,1024
08:32:30,512.5,1025
08:33:00,513,1026
08:33:30,513.5,1027
08:34:00,514,1028
08:34:30,514.5,1029
08:35:00,515,1030
08:35:30,515.5,1031
08:36:00,516,1032
08:36:30,516.5,1033
08:37:00,517,1034
08:37:30,517.5,1035
08:38:00,518,1036
08:38:30,518.5,1037
08:39:00,519,1038
08:39:30,519.5,1039
08:40:00,520,1040
08:40:30,520.5,1041
08:41:00,521,1042
08:41:30,521.5,1043
08:42:00,522,1044
08:42:30,522.5,1045
08:43:00,523,1046
08:43:30,523.5,1047
08:44:00,524,1048
08:44:30,524.5,1049
08:45:00,525,1050
08:45:30,525.5,1051
08:46:00,526,1052
08:46:30,526.5,1053
08:47:00,527,1054
08:47:30,527.5,1055
08:48:00,528,1056
08:48:30,528.5,1057
08:49:00,529,1058
08:49:30,529.5,1059
08:50:00,530,1060
08:50:30,530.5,1061
08:51:00,531,1062
08:51:30,531.5,1063
08:52:00,532,1064
08:52:30,532.5,1065
08:53:00,533,1066
08:53:30,533.5,1067
08:54:00,534,1068
08:54:30,534.5,1069
08:55:00,535,1070
08:55:30,535.5,1071
08:56:00,536,1072
08:56:30,536.5,1073
08:57:00,537,1074
08:57:30,537.5,1075
08:58:00,538,1076
08:58:30,538.5,1077
08:59:00,539,1078
08:59:30,539.5,1079
09:00:00,540,1080
09:00:30,540.5,1081
09:01:00,541,1082
09:01:30,541.5,1083
09:02:00,542,1084
09:02:30,542.5,1085
09:03:00,543,1086
09:03:30,543.5,1087
09:04:00,544,1088
09:04:30,544.5,1089
09:05:00,545,1090
09:05:30,545.5,1091
09:06:00,546,1092
09:06:30,546.5,1093
09:07:00,547,1094
09:07:30,547.5,1095
09:08:00,548,1096
09:08:30,548.5,1097
09:09:00,549,1098
09:09:30,549.5,1099
09:10:00,550,1100
09:10:30,550.5,1101
09:11:00,551,1102
09:11:30,551.5,1103
09:12:00,552,1104
09:12:30,552.5,1105
09:13:00,553,1106
09:13:30,553.5,1107
09:14:00,554,1108
09:14:30,554.5,1109
09:15:00,555,1110
09:15:30,555.5,1111
09:16:00,556,1112
09:16:30,556.5,1113
09:17:00,557,1114
09:17:30,557.5,1115
09:18:00,558,1116
09:18:30,558.5,1117
09:19:00,559,1118
09:19:30,559.5,1119
09:20:00,560,1120
09:20:30,560.5,1121
09:21:00,561,1122
09:21:30,561.5,1123
09:22:00,562,1124
09:22:30,562.5,1125
09:23:00,563,1126
09:23:30,563.5,1127
09:24:00,564,1128
09:24:30,564.5,1129
09:25:00,565,1130
09:25:30,565.5,1131
09:26:00,566,1132
09:26:30,566.5,1133
09:27:00,567,1134
09:27:30,567.5,1135
09:28:00,568,1136
09:28:30,568.5,1137
09:29:00,569,1138
09:29:30,569.5,1139
09:30:00,570,1140
09:30:30,570.5,1141
09:31:00,571,1142
09:31:30,571.5,1143
09:32:00,572,1144
09:32:30,572.5,1145
09:33:00,573,1146
09:33:30,573.5,1147
09:34:00,574,1148
09:34:30,574.5,1149
09:35:00,575,1150
09:35:30,575.5,1151
09:36:00,576,1152
09:36:30,576.5,1153
09:37:00,577,1154
09:37:30,577.5,1155
09:38:00,578,1156
09:38:30,578.5,1157
09:39:00,579,1158
09:39:30,579.5,1159
09:40:00,580,1160
09:40:30,580.5,1161
09:41:00,581,1162
09:41:30,581.5,1163
09:42:00,582,1164
09:42:30,582.5,1165
09:43:00,583,1166
09:43:30,583.5,1167
09:44:00,584,1168
09:44:30,584.5,1169
09:45:00,585,1170
09:45:30,585.5,1171
09:46:00,586,1172
09:46:30,586.5,1173
09:47:00,587,1174
09:47:30,587.5,1175
09:48:00,588,1176
09:48:30,588.5,1177
09:49:00,589,1178
09:49:30,589.5,1179
09:50:00,590,1180
09:50:30,590.5,1181
09:51:00,591,1182
09:51:30,591.5,1183
09:52:00,592,1184
09:52:30,592.5,1185
09:53:00,593,1186
09:53:30,593.5,1187
09:54:00,594,1188
09:54:30,594.5,1189
09:55:00,595,1190
09:55:30,595.5,1191
09:56:00,596,1192
09:56:30,596.5,1193
09:57:00,597,1194
09:57:30,597.5,1195
09:58:00,598,1196
09:58:30,598.5,1197
09:59:00,599,1198
09:59:30,599.5,1199
10:00:00,600,1200
10:00:30,600.5,1201
10:01:00,601,1202
10:01:30,601.5,1203
10:02:00,602,1204
10:02:30,602.5,1205
10:03:00,603,1206
10:03:30,603.5,1207
10:04:00,604,1208
10:04:30,604.5,1209
10:05:00,605,1210
10:05:30,605.5,1211
10:06:00,606,1212
10:06:30,606.5,1213
10:07:00,607,1214
10:07:30,607.5,1215
10:08:00,608,1216
10:08:30,608.5,1217
10:09:00,609,1218
10:09:30,609.5,1219
10:10:00,610,1220
10:10:30,610.5,1221
10:11:00,611,1222
10:11:30,611.5,1223
10:12:00,612,1224
10:12:30,612.5,1225
10:13:00,613,1226
10:13:30,613.5,1227
10:14:00,614,1228
10:14:30,614.5,1229
10:15:00,615,1230
10:15:30,615.5,1231
10:16:00,616,1232
10:16:30,616.5,1233
10:17:00,617,1234
10:17:30,617.5,1235
10:18:00,618,1236
10:18:30,618.5,1237
10:19:00,619,1238
10:19:30,619.5,1239
10:20:00,620,1240
10:20:30,620.5,1241
10:21:00,621,1242
10:21:30,621.5,1243
10:22:00,622,1244
10:22:30,622.5,1245
10:23:00,623,1246
10:23:30,623.5,1247
10:24:00,624,1248
10:24:30,624.5,1249
10:25:00,625,1250
10:25:30,625.5,1251
10:26:00,626,1252
10:26:30,626.5,1253
10:27:00,627,1254
10:27:30,627.5,1255
10:28:00,628,1256
10:28:30,628.5,1257
10:29:00,629,1258
10:29:30,629.5,1259
10:30:00,630,1260
10:30:30,630.5,1261
10:31:00,631,1262
10:31:30,631.5,1263
10:32:00,632,1264
10:32:30,632.5,1265
10:33:00,633,1266
10:33:30,633.5,1267
10:34:00,634,1268
10:34:30,634.5,1269
10:35:00,635,1270
10:35:30,635.5,1271
10:36:00,636,1272
10:36:30,636.5,1273
10:37:00,637,1274
10:37:30,637.5,1275
10:38:00,638,1276
10:38:30,638.5,1277
10:39:00,639,1278
10:39:30,639.5,1279
10:40:00,640,1280
10:40:30,640.5,1281
10:41:00,641,1282
10:41:30,641.5,1283
10:42:00,642,1284
10:42:30,642.5,1285
10:43:00,643,1286
10:43:30,643.5,1287
10:44:00,644,1288
10:44:30,644.5,1289
10:45:00,645,1290
10:45:30,645.5,1291
10:46:00,646,1292
10:46:30,646.5,1293
10:47:00,647,1294
10:47:30,647.5,1295
10:48:00,648,1296
10:48:30,648.5,1297
10:49:00,649,1298
10:49:30,649.5,1299
10:50:00,650,1300
10:50:30,650.5,1301
10:51:00,651,1302
10:51:30,651.5,1303
10:52:00,652,1304
10:52:30,652.5,1305
10:53:00,653,1306
10:53:30,653.5,1307
10:54:00,654,1308
10:54:30,654.5,1309
10:55:00,655,1310
10:55:30,655.5,1311
10:56:00,656,1312
10:56:30,656.5,1313
10:57:00,657,1314
10:57:30,657.5,1315
10:58:00,658,1316
10:58:30,658.5,1317
10:59:00,659,1318
10:59:30,659.5,1319
11:00:00,660,1320
11:00:30,660.5,1321
11:01:00,661,1322
11:01:30,661.5,1323
11:02:00,662,1324
11:02:30,662.5,1325
11:03:00,663,1326
11:03:30,663.5,1327
11:04:00,664,1328
11:04:30,664.5,1329
11:05:00,665,1330
11:05:30,665.5,1331
11:06:00,666,1332
11:06:30,666.5,1333
11:07:00,667,1334
11:07:30,667.5,1335
11:08:00,668,1336
11:08:30,668.5,1337
11:09:00,669,1338
11:09:30,669.5,1339
11:10:00,670,1340
11:10:30,670.5,1341
11:11:00,671,1342
11:11:30,671.5,1343
11:12:00,672,1344
11:12:30,672.5,1345
11:13:00,673,1346
11:13:30,673.5,1347
11:14:00,674,1348
11:14:30,674.5,1349
11:15:00,675,1350
11:15:30,675.5,1351
11:16:00,676,1352
11:16:30,676.5,1353
11:17:00,677,1354
11:17:30,677.5,1355
11:18:00,678,1356
11:18:30,678.5,1357
11:19:00,679,1358
11:19:30,679.5,1359
11:20:00,680,1360
11:20:30,680.5,1361
11:21:00,681,1362
11:21:30,681.5,1363
11:22:00,682,1364
11:22:30,682.5,1365
11:23:00,683,1366
11:23:30,683.5,1367
11:24:00,684,1368
11:24:30,684.5,1369
11:25:00,685,1370
11:25:30,685.5,1371
11:26:00,686,1372
11:26:30,686.5,1373
11:27:00,687,1374
11:27:30,687.5,1375
11:28:00,688,1376
11:28:30,688.5,1377
11:29:00,689,1378
11:29:30,689.5,1379
11:30:00,690,1380
11:30:30,690.5,1381
11:31:00,691,1382
11:31:30,691.5,1383
11:32:00,692,1384
11:32:30,692.5,1385
11:33:00,693,1386
11:33:30,693.5,1387
11:34:00,694,1388
11:34:30,694.5,1389
11:35:00,695,1390
11:35:30,695.5,1391
11:36:00,696,1392
11:36:30,696.5,1393
11:37:00,697,1394
11:37:30,697.5,1395
11:38:00,698,1396
11:38:30,698.5,1397
11:39:00,699,1398
11:39:30,699.5,1399
11:40:00,700,1400
11:40:30,700.5,1401
11:41:00,701,1402
11:41:30,701.5,1403
11:42:00,702,1404
11:42:30,702.5,1405
11:43:00,703,1406
11:43:30,703.5,1407
11:44:00,704,1408
11:44:30,704.5,1409
11:45:00,705,1410
11:45:30,705.5,1411
11:46:00,706,1412
11:46:30,706.5,1413
11:47:00,707,1414
11:47:30,707.5,1415
11:48:00,708,1416
11:48:30,708.5,1417
11:49:00,709,1418
11:49:30,709.5,1419
11:50:00,710,1420
11:50:30,710.5,1421
11:51:00,711,1422
11:51:30,711.5,1423
11:52:00,712,1424
11:52:30,712.5,1425
11:53:00,713,1426
11:53:30,713.5,1427
11:54:00,714,1428
11:54:30,714.5,1429
11:55:00,715,1430
11:55:30,715.5,1431
11:56:00,716,1432
11:56:30,716.5,1433
11:57:00,717,1434
11:57:30,717.5,1435
11:58:00,718,1436
11:58:30,718.5,1437
11:59:00,719,1438
11:59:30,719.5,1439
12:00:00,720,1440
12:00:30,720.5,1441
12:01:00,721,1442
12:01:30,721.5,1443
12:02:00,722,1444
12:02:30,722.5,1445
12:03:00,723,1446
12:03:30,723.5,1447
12:04:00,724,1448
12:04:30,724.5,1449
12:05:00,725,1450
12:05:30,725.5,1451
12:06:00,726,1452
12:06:30,726.5,1453
12:07:00,727,1454
12:07:30,727.5,1455
12:08:00,728,1456
12:08:30,728.5,1457
12:09:00,729,1458
12:09:30,729.5,1459
12:10:00,730,1460
12:10:30,730.5,1461
12:11:00,731,1462
12:11:30,731.5,1463
12:12:00,732,1464
12:12:30,732.5,1465
12:13:00,733,1466
12:13:30,733.5,1467
12:14:00,734,1468
12:14:30,734.5,1469
12:15:00,735,1470
12:15:30,735.5,1471
12:16:00,736,1472
12:16:30,736.5,1473
12:17:00,737,1474
12:17:30,737.5,1475
12:18:00,738,1476
12:18:30,738.5,1477
12:19:00,739,1478
12:19:30,739.5,1479
12:20:00,740,1480
12:20:30,740.5,1481
12:21:00,741,1482
12:21:30,741.5,1483
12:22:00,742,1484
12:22:30,742.5,1485
12:23:00,743,1486
12:23:30,743.5,1487
12:24:00,744,1488
12:24:30,744.5,1489
12:25:00,745,1490
12:25:30,745.5,1491
12:26:00,746,1492
12:26:30,746.5,1493
12:27:00,747,1494
12:27:30,747.5,1495
12:28:00,748,1496
12:28:30,748.5,1497
12:29:00,749,1498
12:29:30,749.5,1499
12:30:00,750,1500
12:30:30,750.5,1501
12:31:00,751,1502
12:31:30,751.5,1503
12:32:00,752,1504
12:32:30,752.5,1505
12:33:00,753,1506
12:33:30,753.5,1507
12:34:00,754,1508
12:34:30,754.5,1509
12:35:00,755,1510
12:35:30,755.5,1511
12:36:00,756,1512
12:36:30,756.5,1513
12:37:00,757,1514
12:37:30,757.5,1515
12:38:00,758,1516
12:38:30,758.5,1517
12:39:00,759,1518
12:39:30,759.5,1519
12:40:00,760,1520
12:40:30,760.5,1521
12:41:00,761,1522
12:41:30,761.5,1523
12:42:00,762,1524
12:42:30,762.5,1525
12:43:00,763,1526
12:43:30,763.5,1527
12:44:00,764,1528
12:44:30,764.5,1529
12:45:00,765,1530
12:45:30,765.5,1531
12:46:00,766,1532
12:46:30,766.5,1533
12:47:00,767,1534
12:47:30,767.5,1535
12:48:00,768,1536
12:48:30,768.5,1537
12:49:00,769,1538
12:49:30,769.5,1539
12:50:00,770,1540
12:50:30,770.5,1541
12:51:00,771,1542
12:51:30,771.5,1543
12:52:00,772,1544
12:52:30,772.5,1545
12:53:00,773,1546
12:53:30,773.5,1547
12:54:00,774,1548
12:54:30,774.5,1549
12:55:00,775,1550
12:55:30,775.5,1551
12:56:00,776,1552
12:56:30,776.5,1553
12:57:00,777,1554
12:57:30,777.5,1555
12:58:00,778,1556
12:58:30,778.5,1557
12:59:00,779,1558
12:59:30,779.5,1559
13:00:00,780,1560
13:00:30,780.5,1561
13:01:00,781,1562
13:01:30,781.5,1563
13:02:00,782,1564
13:02:30,782.5,1565
13:03:00,783,1566
13:03:30,783.5,1567
13:04:00,784,1568
13:04:30,784.5,1569
13:05:00,785,1570
13:05:30,785.5,1571
13:06:00,786,1572
13:06:30,786.5,1573
13:07:00,787,1574
13:07:30,787.5,1575
13:08:00,788,1576
13:08:30,788.5,1577
13:09:00,789,1578
13:09:30,789.5,1579
13:10:00,790,1580
13:10:30,790.5,1581
13:11:00,791,1582
13:11:30,791.5,1583
13:12:00,792,1584
13:12:30,792.5,1585
13:13:00,793,1586
13:13:30,793.5,1587
13:14:00,794,1588
13:14:30,794.5,1589
13:15:00,795,1590
13:15:30,795.5,1591
13:16:00,796,1592
13:16:30,796.5,1593
13:17:00,797,1594
13:17:30,797.5,1595
13:18:00,798,1596
13:18:30,798.5,1597
13:19:00,799,1598
13:19:30,799.5,1599
13:20:00,800,1600
13:20:30,800.5,1601
13:21:00,801,1602
13:21:30,801.5,1603
13:22:00,802,1604
13:22:30,802.5,1605
13:23:00,803,1606
13:23:30,803.5,1607
13:24:00,804,1608
13:24:30,804.5,1609
13:25:00,805,1610
13:25:30,805.5,1611
13:26:00,806,1612
13:26:30,806.5,1613
13:27:00,807,1614
13:27:30,807.5,1615
13:28:00,808,1616
13:28:30,808.5,1617
13:29:00,809,1618
13:29:30,809.5,1619
13:30:00,810,1620
13:30:30,810.5,1621
13:31:00,811,1622
13:31:30,811.5,1623
13:32:00,812,1624
13:32:30,812.5,1625
13:33:00,813,1626
13:33:30,813.5,1627
13:34:00,814,1628
13:34:30,814.5,1629
13:35:00,815,1630
13:35:30,815.5,1631
13:36:00,816,1632
13:36:30,816.5,1633
13:37:00,817,1634
13:37:30,817.5,1635
13:38:00,818,1636
13:38:30,818.5,1637
13:39:00,819,1638
13:39:30,819.5,1639
13:40:00,820,1640
13:40:30,820.5,1641
13:41:00,821,1642
13:41:30,821.5,1643
13:42:00,822,1644
13:42:30,822.5,1645
13:43:00,823,1646
13:43:30,823.5,1647
13:44:00,824,1648
13:44:30,824.5,1649
13:45:00,825,1650
13:45:30,825.5,1651
13:46:00,826,1652
13:46:30,826.5,1653
13:47:00,827,1654
13:47:30,827.5,1655
13:48:00,828,1656
13:48:30,828.5,1657
13:49:00,829,1658
13:49:30,829.5,1659
13:50:00,830,1660
13:50:30,830.5,1661
13:51:00,831,1662
13:51:30,831.5,1663
13:52:00,832,1664
13:52:30,832.5,1665
13:53:00,833,1666
13:53:30,833.5,1667
13:54:00,834,1668
13:54:30,834.5,1669
13:55:00,835,1670
13:55:30,835.5,1671
13:56:00,836,1672
13:56:30,836.5,1673
13:57:00,837,1674
13:57:30,837.5,1675
13:58:00,838,1676
13:58:30,838.5,1677
13:59:00,839,1678
13:59:30,839.5,1679
14:00:00,840,1680
14:00:30,840.5,1681
14:01:00,841,1682
14:01:30,841.5,1683
14:02:00,842,1684
14:02:30,842.5,1685
14:03:00,843,1686
14:03:30,843.5,1687
14:04:00,844,1688
14:04:30,844.5,1689
14:05:00,845,1690
14:05:30,845.5,1691
14:06:00,846,1692
14:06:30,846.5,1693
14:07:00,847,1694
14:07:30,847.5,1695
14:08:00,848,1696
14:08:30,848.5,1697
14:09:00,849,1698
14:09:30,849.5,1699
14:10:00,850,1700
14:10:30,850.5,1701
14:11:00,851,1702
14:11:30,851.5,1703
14:12:00,852,1704
14:12:30,852.5,1705
14:13:00,853,1706
14:13:30,853.5,1707
14:14:00,854,1708
14:14:30,854.5,1709
14:15:00,855,1710
14:15:30,855.5,1711
14:16:00,856,1712
14:16:30,856.5,1713
14:17:00,857,1714
14:17:30,857.5,1715
14:18:00,858,1716
14:18:30,858.5,1717
14:19:00,859,1718
14:19:30,859.5,1719
14:20:00,860,1720
14:20:30,860.5,1721
14:21:00,861,1722
14:21:30,861.5,1723
14:22:00,862,1724
14:22:30,862.5,1725
14:23:00,863,1726
14:23:30,863.5,1727
14:24:00,864,1728
14:24:30,864.5,1729
14:25:00,865,1730
14:25:30,865.5,1731
14:26:00,866,1732
14:26:30,866.5,1733
14:27:00,867,1734
14:27:30,867.5,1735
14:28:00,868,1736
14:28:30,868.5,1737
14:29:00,869,1738
14:29:30,869.5,1739
14:30:00,870,1740
14:30:30,870.5,1741
14:31:00,871,1742
14:31:30,871.5,1743
14:32:00,872,1744
14:32:30,872.5,1745
14:33:00,873,1746
14:33:30,873.5,1747
14:34:00,874,1748
14:34:30,874.5,1749
14:35:00,875,1750
14:35:30,875.5,1751
14:36:00,876,1752
14:36:30,876.5,1753
14:37:00,877,1754
14:37:30,877.5,1755
14:38:00,878,1756
14:38:30,878.5,1757
14:39:00,879,1758
14:39:30,879.5,1759
14:40:00,880,1760
14:40:30,880.5,1761
14:41:00,881,1762
14:41:30,881.5,1763
14:42:00,882,1764
14:42:30,882.5,1765
14:43:00,883,1766
14:43:30,883.5,1767
14:44:00,884,1768
14:44:30,884.5,1769
14:45:00,885,1770
14:45:30,885.5,1771
14:46:00,886,1772
14:46:30,886.5,1773
14:47:00,887,1774
14:47:30,887.5,1775
14:48:00,888,1776
14:48:30,888.5,1777
14:49:00,889,1778
14:49:30,889.5,1779
14:50:00,890,1780
14:50:30,890.5,1781
14:51:00,891,1782
14:51:30,891.5,1783
14:52:00,892,1784
14:52:30,892.5,1785
14:53:00,893,1786
14:53:30,893.5,1787
14:54:00,894,1788
14:54:30,894.5,1789
14:55:00,895,1790
14:55:30,895.5,1791
14:56:00,896,1792
14:56:30,896.5,1793
14:57:00,897,1794
14:57:30,897.5,1795
14:58:00,898,1796
14:58:30,898.5,1797
14:59:00,899,1798
14:59:30,899.5,1799
15:00:00,900,1800
15:00:30,900.5,1801
15:01:00,901,1802
15:01:30,901.5,1803
15:02:00,902,1804
15:02:30,902.5,1805
15:03:00,903,1806
15:03:30,903.5,1807
15:04:00,904,1808
15:04:30,904.5,1809
15:05:00,905,1810
15:05:30,905.5,1811
15:06:00,906,1812
15:06:30,906.5,1813
15:07:00,907,1814
15:07:30,907.5,1815
15:08:00,908,1816
15:08:30,908.5,1817
15:09:00,909,1818
15:09:30,909.5,1819
15:10:00,910,1820
15:10:30,910.5,1821
15:11:00,911,1822
15:11:30,911.5,1823
15:12:00,912,1824
15:12:30,912.5,1825
15:13:00,913,1826
15:13:30,913.5,1827
15:14:00,914,1828
15:14:30,914.5,1829
15:15:00,915,1830
15:15:30,915.5,1831
15:16:00,916,1832
15:16:30,916.5,1833
15:17:00,917,1834
15:17:30,917.5,1835
15:18:00,918,1836
15:18:30,918.5,1837
15:19:00,919,1838
15:19:30,919.5,1839
15:20:00,920,1840
15:20:30,920.5,1841
15:21:00,921,1842
15:21:30,921.5,1843
15:22:00,922,1844
15:22:30,922.5,1845
15:23:00,923,1846
15:23:30,923.5,1847
15:24:00,924,1848
15:24:30,924.5,1849
15:25:00,925,1850
15:25:30,925.5,1851
15:26:00,926,1852
15:26:30,926.5,1853
15:27:00,927,1854
15:27:30,927.5,1855
15:28:00,928,1856
15:28:30,928.5,1857
15:29:00,929,1858
15:29:30,929.5,1859
15:30:00,930,1860
15:30:30,930.5,1861
15:31:00,931,1862
15:31:30,931.5,1863
15:32:00,932,1864
15:32:30,932.5,1865
15:33:00,933,1866
15:33:30,933.5,1867
15:34:00,934,1868
15:34:30,934.5,1869
15:35:00,935,1870
15:35:30,935.5,1871
15:36:00,936,1872
15:36:30,936.5,1873
15:37:00,937,1874
15:37:30,937.5,1875
15:38:00,938,1876
15:38:30,938.5,1877
15:39:00,939,1878
15:39:30,939.5,1879
15:40:00,940,1880
15:40:30,940.5,1881
15:41:00,941,1882
15:41:30,941.5,1883
15:42:00,942,1884
15:42:30,942.5,1885
15:43:00,943,1886
15:43:30,943.5,1887
15:44:00,944,1888
15:44:30,944.5,1889
15:45:00,945,1890
15:45:30,945.5,1891
15:46:00,946,1892
15:46:30,946.5,1893
15:47:00,947,1894
15:47:30,947.5,1895
15:48:00,948,1896
15:48:30,948.5,1897
15:49:00,949,1898
15:49:30,949.5,1899
15:50:00,950,1900
15:50:30,950.5,1901
15:51:00,951,1902
15:51:30,951.5,1903
15:52:00,952,1904
15:52:30,952.5,1905
15:53:00,953,1906
15:53:30,953.5,1907
15:54:00,954,1908
15:54:30,954.5,1909
15:55:00,955,1910
15:55:30,955.5,1911
15:56:00,956,1912
15:56:30,956.5,1913
15:57:00,957,1914
15:57:30,957.5,1915
15:58:00,958,1916
15:58:30,958.5,1917
15:59:00,959,1918
15:59:30,959.5,1919
16:00:00,960,1920
16:00:30,960.5,1921
16:01:00,961,1922
16:01:30,961.5,1923
16:02:00,962,1924
16:02:30,962.5,1925
16:03:00,963,1926
16:03:30,963.5,1927
16:04:00,964,1928
16:04:30,964.5,1929
16:05:00,965,1930
16:05:30,965.5,1931
16:06:00,966,1932
16:06:30,966.5,1933
16:07:00,967,1934
16:07:30,967.5,1935
16:08:00,968,1936
16:08:30,968.5,1937
16:09:00,969,1938
16:09:30,969.5,1939
16:10:00,970,1940
16:10:30,970.5,1941
16:11:00,971,1942
16:11:30,971.5,1943
16:12:00,972,1944
16:12:30,972.5,1945
16:13:00,973,1946
16:13:30,973.5,1947
16:14:00,974,1948
16:14:30,974.5,1949
16:15:00,975,1950
16:15:30,975.5,1951
16:16:00,976,1952
16:16:30,976.5,1953
16:17:00,977,1954
16:17:30,977.5,1955
16:18:00,978,1956
16:18:30,978.5,1957
16:19:00,979,1958
16:19:30,979.5,1959
16:20:00,980,1960
16:20:30,980.5,1961
16:21:00,981,1962
16:21:30,981.5,1963
16:22:00,982,1964
16:22:30,982.5,1965
16:23:00,983,1966
16:23:30,983.5,1967
16:24:00,984,1968
16:24:30,984.5,1969
16:25:00,985,1970
16:25:30,985.5,1971
16:26:00,986,1972
16:26:30,986.5,1973
